PlanKind	Version	Mode	PlanStatus	RowType	SessionID	SessionNumber	SessionTitle	CompetitionTitle	StageKind	GroupNumber	ExerciseNumber	StageID	Target	StageField:PerfomanceFramesLimit	Source	Details
ovs-session-refs-plan	2	apply	applied	stageCreate				National 6 DMT Male	Final1			102	"{""CompetitionID"": 25, ""GroupIDs"": [129], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""National 6 DMT Male"", ""raw"": ""Nat 6 DMT Male FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				National 6 DMT Female	Final1			103	"{""CompetitionID"": 24, ""GroupIDs"": [130], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""National 6 DMT Female"", ""raw"": ""Nat 6 DMT Female FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				National 5 TUM Female	Final1			104	"{""CompetitionID"": 49, ""GroupIDs"": [131], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""National 5 TUM Female"", ""raw"": ""Nat 5 TUM Female FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Youth SYN Male	Final1			105	"{""CompetitionID"": 80, ""GroupIDs"": [132], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Youth SYN Male"", ""raw"": ""SYN Youth Male FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Youth SYN Female	Final1			106	"{""CompetitionID"": 79, ""GroupIDs"": [133], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Youth SYN Female"", ""raw"": ""SYN Youth Female FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Senior SYN Mixed	Final1			107	"{""CompetitionID"": 78, ""GroupIDs"": [134], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Senior SYN Mixed"", ""raw"": ""SYN Senior Mixed FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Youth U15 TUM Female	Final1			108	"{""CompetitionID"": 59, ""GroupIDs"": [135], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Youth U15 TUM Female"", ""raw"": ""Youth U15 TUM Female FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Youth U15 TUM Male	Final1			109	"{""CompetitionID"": 60, ""GroupIDs"": [136], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Youth U15 TUM Male"", ""raw"": ""Youth U15 TUM Male FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Junior SYN Male	Final1			110	"{""CompetitionID"": 71, ""GroupIDs"": [137], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Junior SYN Male"", ""raw"": ""SYN Junior Male FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Junior SYN Female	Final1			111	"{""CompetitionID"": 72, ""GroupIDs"": [138], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Junior SYN Female"", ""raw"": ""SYN Junior Female FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Youth U13 TUM Female	Final1			112	"{""CompetitionID"": 57, ""GroupIDs"": [139], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Youth U13 TUM Female"", ""raw"": ""Youth U13 TUM Female FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Youth U13 TUM Male	Final1			113	"{""CompetitionID"": 58, ""GroupIDs"": [140], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Youth U13 TUM Male"", ""raw"": ""Youth U13 TUM Male FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Junior U17 TUM Female	Final1			114	"{""CompetitionID"": 44, ""GroupIDs"": [141], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Junior U17 TUM Female"", ""raw"": ""Junior U17 TUM Female FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Junior U17 TUM Male	Final1			115	"{""CompetitionID"": 48, ""GroupIDs"": [142], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Junior U17 TUM Male"", ""raw"": ""Junior U17 TUM Male FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Youth U13 TRP Male	Final1			116	"{""CompetitionID"": 15, ""GroupIDs"": [143], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Youth U13 TRP Male"", ""raw"": ""Youth U13 TRP Male FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Youth U13 TRP Female	Final1			117	"{""CompetitionID"": 14, ""GroupIDs"": [144], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Youth U13 TRP Female"", ""raw"": ""Youth U13 TRP Female FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Senior SYN Male	Final1			118	"{""CompetitionID"": 77, ""GroupIDs"": [145], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Senior SYN Male"", ""raw"": ""SYN Senior Male FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Senior SYN Female	Final1			119	"{""CompetitionID"": 76, ""GroupIDs"": [146], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Senior SYN Female"", ""raw"": ""SYN Senior Female FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Youth U13 DMT Male	Final1			120	"{""CompetitionID"": 31, ""GroupIDs"": [147], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Youth U13 DMT Male"", ""raw"": ""Youth U13 DMT Male FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Youth U13 DMT Female	Final1			121	"{""CompetitionID"": 30, ""GroupIDs"": [148], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Youth U13 DMT Female"", ""raw"": ""Youth U13 DMT Female FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Junior 17+ TUM Female	Final1			122	"{""CompetitionID"": 47, ""GroupIDs"": [149], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Junior 17+ TUM Female"", ""raw"": ""Junior 17+ TUM Female FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Junior 17+ TUM Male	Final1			123	"{""CompetitionID"": 46, ""GroupIDs"": [150], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Junior 17+ TUM Male"", ""raw"": ""Junior 17+ TUM Male FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Junior 17+ TRP Male	Final1			124	"{""CompetitionID"": 2, ""GroupIDs"": [151], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Junior 17+ TRP Male"", ""raw"": ""Junior 17+ TRP Male FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Senior TRP Male	Final1			125	"{""CompetitionID"": 13, ""GroupIDs"": [152], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Senior TRP Male"", ""raw"": ""Senior TRP Male FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Junior 17+ TRP Female	Final1			126	"{""CompetitionID"": 3, ""GroupIDs"": [153], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Junior 17+ TRP Female"", ""raw"": ""Junior 17+ TRP Female FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Senior TRP Female	Final1			127	"{""CompetitionID"": 12, ""GroupIDs"": [154], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Senior TRP Female"", ""raw"": ""Senior TRP Female FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Youth U15 DMT Female	Final1			128	"{""CompetitionID"": 32, ""GroupIDs"": [155], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Youth U15 DMT Female"", ""raw"": ""Youth U15 DMT Female FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Youth U15 DMT Male	Final1			129	"{""CompetitionID"": 33, ""GroupIDs"": [156], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Youth U15 DMT Male"", ""raw"": ""Youth U15 DMT Male FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Junior U17 DMT Female	Final1			130	"{""CompetitionID"": 19, ""GroupIDs"": [157], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Junior U17 DMT Female"", ""raw"": ""Junior U17 DMT Female FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Junior U17 DMT Male	Final1			131	"{""CompetitionID"": 18, ""GroupIDs"": [158], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Junior U17 DMT Male"", ""raw"": ""Junior U17 DMT Male FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Senior TUM Female	Final1			132	"{""CompetitionID"": 55, ""GroupIDs"": [159], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Senior TUM Female"", ""raw"": ""Senior TUM Female FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Senior TUM Male	Final1			133	"{""CompetitionID"": 56, ""GroupIDs"": [160], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Senior TUM Male"", ""raw"": ""Senior TUM Male FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Youth U15 TRP Male	Final1			134	"{""CompetitionID"": 17, ""GroupIDs"": [161], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Youth U15 TRP Male"", ""raw"": ""Youth U15 TRP Male FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Junior U17 TRP Male	Final1			135	"{""CompetitionID"": 6, ""GroupIDs"": [162], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Junior U17 TRP Male"", ""raw"": ""Junior U17 TRP Male FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Youth U15 TRP Female	Final1			136	"{""CompetitionID"": 16, ""GroupIDs"": [163], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Youth U15 TRP Female"", ""raw"": ""Youth U15 TRP Female FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Junior U17 TRP Female	Final1			137	"{""CompetitionID"": 4, ""GroupIDs"": [164], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Junior U17 TRP Female"", ""raw"": ""Junior U17 TRP Female FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Junior 17+ DMT Female	Final1			138	"{""CompetitionID"": 21, ""GroupIDs"": [165], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Junior 17+ DMT Female"", ""raw"": ""Junior 17+ DMT Female FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Junior 17+ DMT Male	Final1			139	"{""CompetitionID"": 20, ""GroupIDs"": [166], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Junior 17+ DMT Male"", ""raw"": ""Junior 17+ DMT Male FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Senior DMT Female	Final1			140	"{""CompetitionID"": 27, ""GroupIDs"": [167], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Senior DMT Female"", ""raw"": ""Senior DMT Female FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	stageCreate				Senior DMT Male	Final1			141	"{""CompetitionID"": 29, ""GroupIDs"": [168], ""StageKind"": ""Final1""}"	1	"{""competitionTitle"": ""Senior DMT Male"", ""raw"": ""Senior DMT Male FINAL""}"	"{""proposalBasis"": ""Schedule marks this item as FINAL and the live event currently exposes only the qualification-stage shape, so a separate Final1 stage is proposed.""}"
ovs-session-refs-plan	2	apply	applied	ref	0	102	TRA 1	National 6 SYN Combined	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 74}"		"{""competitionTitle"": ""National 6 SYN Combined"", ""groupNumber"": 1, ""raw"": ""SYN Nat 6 Combined Flight 1"", ""sessionID"": 0, ""sessionNumber"": 102, ""sessionTitle"": ""TRA 1"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	applied	ref	0	102	TRA 1	National 6 SYN Combined	Qualification	2	1		"{""GroupFrame"": 0, ""GroupID"": 105}"		"{""competitionTitle"": ""National 6 SYN Combined"", ""groupNumber"": 2, ""raw"": ""SYN Nat 6 Combined Flight 2"", ""sessionID"": 0, ""sessionNumber"": 102, ""sessionTitle"": ""TRA 1"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	applied	ref	0	102	TRA 1	National 6 SYN Combined	Final1	1	1		"{""GroupFrame"": 0, ""GroupID"": 111}"		"{""competitionTitle"": ""National 6 SYN Combined"", ""groupNumber"": 1, ""raw"": ""SYN Nat 6 Combined FINAL"", ""sessionID"": 0, ""sessionNumber"": 102, ""sessionTitle"": ""TRA 1"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	applied	ref	1	102	TRA 2	National 5 SYN Combined	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 73}"		"{""competitionTitle"": ""National 5 SYN Combined"", ""groupNumber"": 1, ""raw"": ""SYN Nat 5 Combined Flight 1"", ""sessionID"": 1, ""sessionNumber"": 102, ""sessionTitle"": ""TRA 2"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	applied	ref	1	102	TRA 2	National 5 SYN Combined	Qualification	2	1		"{""GroupFrame"": 0, ""GroupID"": 104}"		"{""competitionTitle"": ""National 5 SYN Combined"", ""groupNumber"": 2, ""raw"": ""SYN Nat 5 Combined Flight 2"", ""sessionID"": 1, ""sessionNumber"": 102, ""sessionTitle"": ""TRA 2"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	applied	ref	1	102	TRA 2	National 5 SYN Combined	Final1	1	1		"{""GroupFrame"": 0, ""GroupID"": 112}"		"{""competitionTitle"": ""National 5 SYN Combined"", ""groupNumber"": 1, ""raw"": ""SYN Nat 5 Combined FINAL"", ""sessionID"": 1, ""sessionNumber"": 102, ""sessionTitle"": ""TRA 2"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	applied	ref	1	102	TRA 2	National 7 SYN Combined	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 75}"		"{""competitionTitle"": ""National 7 SYN Combined"", ""groupNumber"": 1, ""raw"": ""SYN Nat 7 Combined Flight 1"", ""sessionID"": 1, ""sessionNumber"": 102, ""sessionTitle"": ""TRA 2"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	applied	ref	1	102	TRA 2	National 7 SYN Combined	Final1	1	1		"{""GroupFrame"": 0, ""GroupID"": 113}"		"{""competitionTitle"": ""National 7 SYN Combined"", ""groupNumber"": 1, ""raw"": ""SYN Nat 7 Combined FINAL"", ""sessionID"": 1, ""sessionNumber"": 102, ""sessionTitle"": ""TRA 2"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	applied	ref	2	102	TUM	National 6 TUM Female	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 51}"		"{""competitionTitle"": ""National 6 TUM Female"", ""groupNumber"": 1, ""raw"": ""Nat 6 TUM Female Flight 1"", ""sessionID"": 2, ""sessionNumber"": 102, ""sessionTitle"": ""TUM"", ""stageKind"": ""Qualification""}"	{}
